"Add to Cart", "Je Personnalise"
"Checkout now and earn <b class='message-earn-points-label'>%1</b> for this order.","<b class='message-earn-points-label'>Finalisez</b> votre panier maintenant et gagnez <b class='message-earn-points-label'>%1</b> pour votre prochaine commande."
